The Sisterhood of the Traveling Pants,2005,Ken Kwapis,Mike Vogel,America Ferrera,Kyle Schmid,39008741,25000000,6.6
Beauty Shop,2005,Bille Woodruff,Alfre Woodard,Keshia Knight Pulliam,LisaRaye McCoy,36310118,,5.5
Ice Princess,2005,Tim Fywell,Connie Ray,Trevor Blumas,Amy Stewart,24381334,,6
A Lot Like Love,2005,Nigel Cole,Aimee Garcia,Tyrone Giordano,James Read,21835784,30000000,6.6
The Greatest Game Ever Played,2005,Bill Paxton,Stephen Dillane,Matthew Knight,Amanda Tilson,15331289,,7.5
Lords of Dogtown,2005,Catherine Hardwicke,Heath Ledger,Michael Angarano,Rebecca De Mornay,11008432,25000000,7.1
Underclassman,2005,Marcos Siega,Cheech Marin,Nick Cannon,Kaylee DeFer,5654777,25000000,4.1
King's Ransom,2005,Jeffrey W. Byrd,Donald Faison,Loretta Devine,Regina Hall,4006906,15000000,4.1
BloodRayne,2005,Uwe Boll,Meat Loaf,Udo Kier,Michael Parac,1550000,25000000,2.9
Derailed,2005,Mikael Hafstrom,Denis O'Hare,RZA,Xzibit,36020063,22000000,6.6
Deuce Bigalow: European Gigolo,2005,Mike Bigelow,Carlos Ponce,Eddie Griffin,Charles Keating,22264487,22000000,4.6
Are We There Yet?,2005,Brian Levant,Nia Long,Tracy Morgan,Jay Mohr,82301521,32000000,4.6
Boogeyman,2005,Stephen Kay,Barry Watson,Skye McCole Bartusiak,Charles Mesure,46363118,20000000,4.1
Pooh's Heffalump Movie,2005,Frank Nissen,Kath Soucie,Brenda Blethyn,John Fiedler,18081626,20000000,6.4
The Weather Man,2005,Gore Verbinski,Nicolas Cage,Hope Davis,Michael Rispoli,12469811,22000000,6.6
The Game of Their Lives,2005,David Anspaugh,Gerard Butler,Costas Mandylor,Jimmy Jean-Louis,375474,20000000,6.2
The Amityville Horror,2005,Andrew Douglas,Jimmy Bennett,Chloe Grace Moretz,Ryan Reynolds,64255243,19000000,6
The Exorcism of Emily Rose,2005,Scott Derrickson,Tom Wilkinson,Colm Feore,JR Bourne,75072454,20000000,6.7
The Family Stone,2005,Thomas Bezucha,Craig T. Nelson,Paul Schneider,Tyrone Giordano,6061759,17000000,6.3
Hoodwinked!,2005,Cory Edwards,Anne Hathaway,Chazz Palminteri,Jim Belushi,51053787,17500000,6.5
Slow Burn,2005,Wayne Beach,Mekhi Phifer,LL Cool J,Fisher Stevens,1181197,15500000,5.9
The Wedding Date,2005,Clare Kilner,Jack Davenport,Debra Messing,Holland Taylor,31585300,15000000,6.1
Because of Winn-Dixie,2005,Wayne Wang,Cicely Tyson,Luke Benward,Eva Marie Saint,32645546,14000000,6.4
Kiss Kiss Bang Bang,2005,Shane Black,Robert Downey Jr.,Corbin Bernsen,Larry Miller,4235837,15000000,7.6
Brokeback Mountain,2005,Ang Lee,Jake Gyllenhaal,Heath Ledger,Anne Hathaway,83025853,14000000,7.7
The Upside of Anger,2005,Mike Binder,Alicia Witt,Erika Christensen,Joan Allen,18761993,9000000,6.9
Duma,2005,Carroll Ballard,Eamonn Walker,Hope Davis,Campbell Scott,860002,12000000,7.3
Romance & Cigarettes,2005,John Turturro,Kate Winslet,Steve Buscemi,Eddie Izzard,540085,,6.3
Roll Bounce,2005,Malcolm D. Lee,Jurnee Smollett-Bell,Brandon T. Jackson,Shad Moss,17378977,,6
The Perfect Man,2005,Mark Rosman,Ben Feldman,Chris Noth,Vanessa Lengies,16247775,25000000,5.5
The Matador,2005,Richard Shepard,Adam Scott,Philip Baker Hall,Hope Davis,12570442,10000000,6.8
End of the Spear,2005,Jim Hanon,Chase Ellison,Chad Allen,Jack Guzman,11703287,10000000,7
Edmond,2005,Stuart Gordon,Joe Mantegna,Dulac Hill,Jeffrey Combs,131617,10000000,6.3
The Lost City,2005,Andy Garcia,Danny Pino,Victor Rivers,Enrique Murciano,2483955,9600000,6.7
Trust the Man,2005,Bart Freundlich,Billy Crudup,Garry Shandling,Dagmara Dominczyk,1530535,9000000,5.7
Down in the Valley,2005,David Jacobson,Hunter Parrish,Bruce Dern,Rory Culkin,568695,8000000,6.5
The Wendell Baker Story,2005,Andrew Wilson,Will Ferrell,Eddie Griffin,Jacob Vargas,127144,8000000,5.5
Thank You for Smoking,2005,Jason Reitman,J.K. Simmons,Cameron Bright,Todd Louiso,24792061,6500000,7.6
Shopgirl,2005,Anand Tucker,Frances Conroy,Bridgette Wilson-Sampras,Clyde Kusatsu,10281585,,6.4
Good Night and Good Luck.,2005,George Clooney,Robert Downey Jr.,Tate Donovan,Alex Borstein,31501218,7500000,7.5
The Devil's Rejects,2005,Rob Zombie,Sid Haig,Ken Foree,Lew Temple,16901126,7000000,6.9
The Chumscrubber,2005,Arie Posin,Rory Culkin,John Heard,Tim DeKay,49526,6800000,7
The Work and the Glory II: American Zion,2005,Sterling Van Wagenen,Emily Podleski,Eric Johnson,Brenda Strong,2024854,6500000,6.6
Diary of a Mad Black Woman,2005,Darren Grant,Cicely Tyson,Kimberly Elise,Tamara Taylor,50382128,5500000,5.6
Saw II,2005,Darren Lynn Bousman,Emmanuelle Vaugier,Tony Nappo,Shawnee Smith,87025093,4000000,6.6
Hostel,2005,Eli Roth,Jay Hernandez,Takashi Miike,Rick Hoffman,47277326,4800000,5.9
Thumbsucker,2005,Mike Mills,Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,1325073,4000000,6.6
Winter Passing,2005,Adam Rapp,Zooey Deschanel,Will Ferrell,Dallas Roberts,101228,3500000,6.4
Feast,2005,John Gulager,Krista Allen,Eric Dane,Henry Rollins,,3200000,6.4
Dave Chappelle's Block Party,2005,Michel Gondry,Common,Dave Chappelle,Lauryn Hill,11694528,3000000,7.2
My Big Fat Independent Movie,2005,Philip Zlotorynski,Neil Hopkins,Darren Keefe Reiher,David Douglas,,3000000,3.3
Boynton Beach Club,2005,Susan Seidelman,Dyan Cannon,Michael Nouri,Brenda Vaccaro,3123749,1500000,6.5
Hustle & Flow,2005,Craig Brewer,Isaac Hayes,Paula Jai Parker,Elise Neal,22201636,8000000,7.4
Me and You and Everyone We Know,2005,Miranda July,Najarra Townsend,Brad William Henke,Miranda July,3885134,2000000,7.4
Harsh Times,2005,David Ayer,J.K. Simmons,Christian Bale,Noel Gugliemi,3335839,2000000,7
Inside Deep Throat,2005,Fenton Bailey,Hugh M. Hefner,Bill Maher,Linda Lovelace,653621,2000000,6.8
The Squid and the Whale,2005,Noah Baumbach,William Baldwin,Elizabeth Meriwether,Owen Kline,7362100,1500000,7.4
The Ballad of Jack and Rose,2005,Rebecca Miller,Beau Bridges,Susanna Thompson,Ryan McDonald,712294,1500000,6.7
The Salon,2005,Mark Brown,Vivica A. Fox,Monica Calhoun,Garrett Morris,92362,1500000,4.3
Forty Shades of Blue,2005,Ira Sachs,Rip Torn,Jenny O'Hara,Darren E. Burrows,,1500000,6
Wal-Mart: The High Cost of Low Price,2005,Robert Greenwald,Lee Scott,Jon Hunter,Matt Hunter,,1500000,6.8
Waiting...,2005,Rob McKittrick,Ryan Reynolds,Dane Cook,Vanessa Lengies,16101109,3000000,6.8
Cry_Wolf,2005,Jeff Wadlow,Julian Morris,Gary Cole,Lindy Booth,10042266,1000000,5.9
Transamerica,2005,Duncan Tucker,Kevin Zegers,Felicity Huffman,Paul Borghese,9013113,1000000,7.4
The Helix... Loaded,2005,A. Raven Cruz,Scott Levy,Vanilla Ice,Jennifer Sky,,1000000,1.9
Hard Candy,2005,David Slade,Odessa Rae,G.J. Echternkamp,Patrick Wilson,1007962,950000,7.1
The Quiet,2005,Jamie Babbit,Katy Mixon,David Gallagher,Edie Falco,381186,900000,6.4
Rize,2005,David LaChapelle,Kevin Scott Richardson,Christopher Toler,Tommy the Clown,3278611,,7.1
Mad Hot Ballroom,2005,Marilyn Agrelo,Heather Berman,Eva Carrozza,Paul Daggett,8044906,,7.5
Lonesome Jim,2005,Steve Buscemi,Kevin Corrigan,Seymour Cassel,Mary Kay Place,154077,500000,6.6
The Californians,2005,Jonathan Parker,Keith Carradine,Joanne Whalley,Illeana Douglas,,,5
Insomnia Manica,2005,Daston Kalili,Daston Kalili,Rai Alexandra,Chin-Chien Chang,,500000,5.8
Murderball,2005,Henry Alex Rubin,Mark Zupan,Joe Bishop,Andy Cohn,1523883,1750211,7.8
The Motel,2005,Michael Kang,Samantha Futerman,Clint Jordan,Jackie Nova,47111,,6.8
The Blood of My Brother,2005,Andrew Berends,,,,,120000,6.6
The Call of Cthulhu,2005,Andrew Leman,Dan Novy,David Mersault,Barry Lynch,,50000,7.3
Mutual Appreciation,2005,Andrew Bujalski,Andrew Bujalski,Kate Dollenmayer,Justin Rice,,,6.9
The Puffy Chair,2005,Jay Duplass,Mark Duplass,Katie Aselton,Bari Hyman,192467,15000,6.6
The Mongol King,2005,Anthony Vallone,Richard Jewell,John Considine,Sara Stepnicka,,3250,7.8
Superman Returns,2006,Bryan Singer,Kevin Spacey,Marlon Brando,Frank Langella,200069408,209000000,6.1
Pirates of the Caribbean: Dead Man's Chest,2006,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,423032628,225000000,7.3
Poseidon,2006,Wolfgang Petersen,Jimmy Bennett,Mike Vogel,Andre Braugher,60655503,160000000,5.6
Mission: Impossible III,2006,J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,133382309,150000000,6.9
The Da Vinci Code,2006,Ron Howard,Tom Hanks,Seth Gabel,Jurgen Prochnow,217536138,125000000,6.6
Night at the Museum,2006,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,250863268,110000000,6.4
Eragon,2006,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,75030163,100000000,5.1
The Departed,2006,Martin Scorsese,Leonardo DiCaprio,Matt Damon,Ray Winstone,132373442,90000000,8.5
Happy Feet,2006,George Miller,Robin Williams,Hugh Jackman,Elizabeth Daily,197992827,100000000,6.5
The Holiday,2006,Nancy Meyers,Kate Winslet,Rufus Sewell,Sarah Parish,63224849,85000000,6.9
Open Season,2006,Roger Allers,Jon Favreau,Debra Messing,Jane Krakowski,84303558,85000000,6.2
The Fast and the Furious: Tokyo Drift,2006,Justin Lin,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,62494975,85000000,6
Click,2006,Frank Coraci,Adam Sandler,Cameron Monaghan,Julie Kavner,137340146,70000000,6.4
Over the Hedge,2006,Tim Johnson,Bruce Willis,Steve Carell,Catherine O'Hara,155019340,80000000,6.8
Charlotte's Web,2006,Gary Winick,Steve Buscemi,Julia Roberts,Oprah Winfrey,82506325,,6.4
The Pink Panther,2006,Shawn Levy,Roger Rees,Henry Czerny,William Abadie,82226474,65000000,5.6
Children of Men,2006,Alfonso Cuaron,Charlie Hunnam,Danny Huston,Rita Davies,35286428,76000000,7.9
Ice Age: The Meltdown,2006,Carlos Saldanha,Denis Leary,Ray Romano,Jay Leno,195329763,80000000,6.9
Dreamgirls,2006,Bill Condon,Loretta Devine,Jennifer Hudson,Anika Noni Rose,103338338,70000000,6.5
Monster House,2006,Gil Kenan,Steve Buscemi,Jon Heder,Catherine O'Hara,73661010,75000000,6.6
Talladega Nights: The Ballad of Ricky Bobby,2006,Adam McKay,Will Ferrell,Leslie Bibb,Gary Cole,148213377,73000000,6.6
Cars,2006,John Lasseter,John Ratzenberger,Cheech Marin,George Carlin,244052771,120000000,7.2
Lady in the Water,2006,M. Night Shyamalan,Bryce Dallas Howard,Freddy Rodriguez,Bob Balaban,42272747,70000000,5.6
World Trade Center,2006,Oliver Stone,Nicolas Cage,Jay Hernandez,Armando Riesco,70236496,63000000,6
We Are Marshall,2006,McG,Matthew McConaughey,Kimberly Williams-Paisley,Brian Geraghty,43532294,65000000,7.1
Littleman,2006,Keenen Ivory Wayans,Chazz Palminteri,Brittany Daniel,John Witherspoon,58255287,64000000,4.3
300,2006,Zack Snyder,Gerard Butler,Michael Fassbender,Vincent Regan,210592590,65000000,7.7
The Shaggy Dog,2006,Brian Robbins,Robert Downey Jr.,Joel David Moore,Kristin Davis,61112916,50000000,4.4
The Sentinel,2006,Clark Johnson,Blair Brown,David Rasche,Martin Donovan,36279230,60000000,6.1
The Pursuit of Happyness,2006,Gabriele Muccino,Will Smith,Kurt Fuller,James Karen,162586036,55000000,8
You Me and Dupree,2006,Anthony Russo,Todd Stashwick,Billy Gardell,Amanda Detmer,75604320,54000000,5.6
Flags of Our Fathers,2006,Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,33574332,90000000,7.1
The Break-Up,2006,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,118683135,52000000,5.8
Deck the Halls,2006,John Whitesell,Matthew Broderick,Jorge Garcia,Alia Shawkat,35092918,,4.9
Inside Man,2006,Spike Lee,Denzel Washington,James Ransone,Peter Gerety,88504640,45000000,7.6
Failure to Launch,2006,Tom Dey,Bradley Cooper,Matthew McConaughey,Zooey Deschanel,88658172,50000000,5.6
Curious George,2006,Matthew O'Callaghan,Will Ferrell,Frank Welker,Alexander Gould,58336565,50000000,6.6
Firewall,2006,Richard Loncraine,Jimmy Bennett,Harrison Ford,Mary Lynn Rajskub,48745150,50000000,5.8
The Tooth Fairy,2006,Chuck Bowman,P.J. Soles,Lochlyn Munro,Steve Bacic,,1500000,4.6
Happily N'Ever After,2006,Paul Bolger,Sarah Michelle Gellar,George Carlin,Rob Paulsen,15519841,47000000,4.5
Last Holiday,2006,Wayne Wang,LL Cool J,Alicia Witt,Timothy Hutton,38360195,45000000,6.4
The Ant Bully,2006,John A. Davis,Nicolas Cage,Meryl Streep,Julia Roberts,28133159,50000000,5.9
Underworld: Evolution,2006,Len Wiseman,Sophia Myles,Tony Curran,Derek Jacobi,62318875,50000000,6.8
Scary Movie 4,2006,David Zucker,Beau Mirchoff,Carmen Electra,Regina Hall,90703745,45000000,5.1
Eight Below,2006,Frank Marshall,Paul Walker,Bruce Greenwood,Wendy Crewson,81593527,40000000,7.3
Big Momma's House 2,2006,John Whitesell,Chloe Grace Moretz,Nia Long,Marisol Nichols,70163652,40000000,4.6
The Prestige,2006,Christopher Nolan,Christian Bale,Hugh Jackman,Scarlett Johansson,53082743,40000000,8.5
Apocalypto,2006,Mel Gibson,Rudy Youngblood,Dalia Hernandez,Jonathan Brewer,50859889,40000000,7.8
The Lake House,2006,Alejandro Agresti,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,52320979,40000000,6.8
Marie Antoinette,2006,Sofia Coppola,Kirsten Dunst,Shirley Henderson,Rip Torn,15962471,40000000,6.4
The Devil Wears Prada,2006,David Frankel,Meryl Streep,Anne Hathaway,Rebecca Mader,124732962,35000000,6.8
The Benchwarmers,2006,Dennis Dugan,Jon Lovitz,Jon Heder,Tim Meadows,57651794,33000000,5.6
The Nativity Story,2006,Catherine Hardwicke,Keisha Castle-Hughes,Hiam Abbass,Shaun Toub,37617947,30000000,6.8
Zoom,2006,Peter Hewitt,Kevin Zegers,Rip Torn,Thomas F. Wilson,11631245,35000000,4.2
A Good Year,2006,Ridley Scott,Archie Panjabi,Albert Finney,Richard Coyle,7458269,35000000,6.9
The Fountain,2006,Darren Aronofsky,Hugh Jackman,Ellen Burstyn,Mark Margolis,10139254,35000000,7.3
The Good German,2006,Steven Soderbergh,Tony Curran,Beau Bridges,Leland Orser,1304837,32000000,6.1
Glory Road,2006,James Gartner,Mehcad Brooks,Austin Nichols,Derek Luke,42643187,,7.2
Stranger Than Fiction,2006,Marc Forster,Will Ferrell,Christian Stolte,Danny Rhodes,40137776,38000000,7.6
Take the Lead,2006,Liz Friedlander,Alfre Woodard,Yaya DaCosta,Jasika Nicole,34703228,30000000,6.7
Gridiron Gang,2006,Phil Joanou,Dwayne Johnson,Jurnee Smollett-Bell,Kevin Dunn,38432823,30000000,6.9
My Super Ex-Girlfriend,2006,Ivan Reitman,Rainn Wilson,Eddie Izzard,Wanda Sykes,22526144,30000000,5.1
Ultraviolet,2006,Kurt Wimmer,Milla Jovovich,Cameron Bright,Nick Chinlund,18500966,30000000,4.4
DOA: Dead or Alive,2006,Corey Yuen,Steve Howey,Holly Valance,Sarah Carter,480314,21000000,4.8
Just My Luck,2006,Donald Petrie,Samaire Armstrong,Carlos Ponce,Faizon Love,17324744,28000000,5.3
She's the Man,2006,Andy Fickman,Channing Tatum,Alexandra Breckenridge,Laura Ramsey,33687630,20000000,6.4
Unaccompanied Minors,2006,Paul Feig,Tyler James Williams,Rob Riggle,B.J. Novak,16647384,26000000,5.1
The Hoax,2006,Lasse Hallstrom,Hope Davis,Christopher Evan Welch,James Biberi,7156933,25000000,6.7
Rocky Balboa,2006,Sylvester Stallone,Sylvester Stallone,Burt Young,Mike Tyson,70269171,24000000,7.2
Pulse,2006,Jim Sonzero,Ian Somerhalder,Christina Milian,Rick Gonzalez,20259297,20000000,4.7
Date Movie,2006,Aaron Seltzer,Alyson Hannigan,Carmen Electra,Fred Willard,48546578,20000000,2.7
The Grudge 2,2006,Takashi Shimizu,Sarah Michelle Gellar,Sarah Roemer,Matthew Knight,39143839,20000000,5
Man of the Year,2006,Barry Levinson,Robin Williams,Tina Fey,Amy Poehler,37442180,20000000,6.2
Stay Alive,2006,William Brent Bell,Adam Goldberg,Frankie Muniz,Samaire Armstrong,23078294,9000000,5.1
The Covenant,2006,Renny Harlin,Laura Ramsey,Kyle Schmid,Toby Hemingway,23292105,20000000,5.3
School for Scoundrels,2006,Todd Phillips,Jon Heder,Sarah Silverman,Jacinda Barrett,17803796,20000000,5.9
One Night with the King,2006,Michael O. Sajbel,James Callis,Tiffany Dupont,Nimrat Kaur,13391174,20000000,6.3
Doogal,2006,Dave Borthwick,Jimmy Fallon,Kylie Minogue,Jon Stewart,7382993,20000000,2.8
A Scanner Darkly,2006,Richard Linklater,Robert Downey Jr.,Keanu Reeves,Rory Cochrane,5480996,8700000,7.1
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Larry Charles,Luenell,Ken Davitian,Chester,128505958,18000000,7.3
United 93,2006,Paul Greengrass,Christian Clemenson,David Alan Basche,Susan Blommaert,31471430,15000000,7.6
Beerfest,2006,Jay Chandrasekhar,Chris Moss,Owain Yeoman,Jay Chandrasekhar,19179969,17500000,6.3
The Hills Have Eyes,2006,Alexandre Aja,Dan Byrd,Greg Nicotero,Vinessa Shaw,41777564,15000000,6.4
ATL,2006,Chris Robinson,T.I.,Adam Boyer,Malika,21160089,,6
Larry the Cable Guy: Health Inspector,2006,Trent Cooper,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,15655665,4000000,3.1
American Dreamz,2006,Paul Weitz,Judy Greer,Dennis Quaid,Chris Klein,7156725,19000000,5.5
The Illusionist,2006,Neil Burger,Rufus Sewell,Eddie Marsan,Jake Wood,39825798,16000000,7.6
Fur: An Imaginary Portrait of Diane Arbus,2006,Steven Shainberg,Robert Downey Jr.,Ty Burrell,Matt Servitto,220914,16800000,6.5
The Texas Chainsaw Massacre: The Beginning,2006,Jonathan Liebesman,Matt Bomer,Jordana Brewster,Lew Temple,39511038,16000000,5.9
When a Stranger Calls,2006,Simon West,Madeline Carroll,Tessa Thompson,Brian Geraghty,47860214,15000000,5
Flicka,2006,Michael Mayer,Alison Lohman,Danny Pino,Tim McGraw,20998709,15000000,6.2
The Marine,2006,John Bonito,Kelly Carlson,Firass Dirani,Drew Powell,18843314,20000000,4.7
Idlewild,2006,Bryan Barber,Cicely Tyson,Faizon Love,Bobb'e J. Thompson,12549485,15000000,6.2
Black Snake Moan,2006,Craig Brewer,Justin Timberlake,Michael Raymond-James,S. Epatha Merkerson,9396487,15000000,7
Hoot,2006,Wil Shriner,Logan Lerman,Neil Flynn,Tim Blake Nelson,8080116,15000000,5.6
Bobby,2006,Emilio Estevez,Anthony Hopkins,Nick Cannon,Brian Geraghty,11204499,14000000,7
Little Children,2006,Todd Field,Kate Winslet,Noah Emmerich,Jane Adams,5459824,26000000,7.6
Letters from Iwo Jima,2006,Clint Eastwood,Yuki Matsuzaki,Kazunari Ninomiya,Shido Nakamura,13753931,19000000,7.9
The Astronaut Farmer,2006,Michael Polish,J.K. Simmons,Virginia Madsen,Bruce Dern,10996440,13000000,6.3
Infamous,2006,Douglas McGrath,Toby Jones,Isabella Rossellini,Hope Davis,1150403,13000000,7.1
Step Up,2006,Anne Fletcher,Channing Tatum,Alyson Stoner,Josh Henderson,65269010,12000000,6.5
Aquamarine,2006,Elizabeth Allen Rosenbaum,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,18595716,12000000,5.3
Crank,2006,Mark Neveldine,Jason Statham,Edi Gathegi,Jose Pablo Cantillo,27829874,12000000,7
For Your Consideration,2006,Christopher Guest,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.,5542025,12000000,6.3
Running with Scissors,2006,Ryan Murphy,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk,6754898,12000000,6.2
Jackass Number Two,2006,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,72755517,,7.1
Copying Beethoven,2006,Agnieszka Holland,Phyllida Law,David Kennedy,Angus Barnett,352786,11000000,6.8
Saw III,2006,Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Leigh Whannell,80150343,10000000,6.2
Madea's Family Reunion,2006,Tyler Perry,Boris Kodjoe,Cicely Tyson,Blair Underwood,63231524,6000000,5
Employee of the Month,2006,Greg Coolidge,Dane Cook,Danny Woodburn,Jessica Simpson,28435406,12000000,5.5
A Prairie Home Companion,2006,Robert Altman,Meryl Streep,Virginia Madsen,Lily Tomlin,20338609,10000000,6.8
Rescue Dawn,2006,Werner Herzog,Christian Bale,Toby Huss,Francois Chau,5484375,10000000,7.3
Black Christmas,2006,Glen Morgan,Oliver Hudson,Crystal Lowe,Andrea Martin,16235293,9000000,4.5
The Ultimate Gift,2006,Michael O. Sajbel,Bill Cobbs,Drew Fuller,Mircea Monroe,3420871,,7.4
The Namesake,2006,Mira Nair,Jacinda Barrett,Brooke Smith,Tabu,13569248,,7.6
Little Miss Sunshine,2006,Jonathan Dayton,Steve Carell,Steven Christopher Parker,Jill Talley,59889948,8000000,7.9
Akeelah and the Bee,2006,Doug Atchison,Curtis Armstrong,Sean Michael Afable,Tzi Ma,18811135,,7.5
10th & Wolf,2006,Robert Moresco,Brian Dennehy,Brad Renfro,Dash Mihok,53481,8000000,6.4
Factory Girl,2006,George Hickenlooper,Hayden Christensen,Jimmy Fallon,Beth Grant,1654367,7000000,6.4
Friends with Money,2006,Nicole Holofcener,Greg Germann,Marin Hinkle,Jake Cherry,13367101,6500000,5.9
Come Early Morning,2006,Joey Lauren Adams,Tim Blake Nelson,Diane Ladd,Ritchie Montgomery,117560,6000000,6.2
Lake of Fire,2006,Tony Kaye,Noam Chomsky,Pat Buchanan,Bill Baird,23807,,8.3
Crossover,2006,Preston A. Whitmore II,Wesley Jonathan,Wayne Brady,Eva Marcille,7009668,5600000,2.1
Clerks II,2006,Kevin Smith,Ethan Suplee,Jason Mewes,Brian O'Halloran,24138847,5000000,7.4
Grandma's Boy,2006,Nicholaus Goossen,Linda Cardellini,Joel David Moore,Shirley Jones,6088249,,7
Keeping Up with the Steins,2006,Scott Marshall,Miranda Cosgrove,Jami Gertz,Carter Jenkins,4328294,,5.4
The Oh in Ohio,2006,Billy Kent,Liza Minnelli,Tim Russ,Winter Ave Zoli,,5000000,5.6
Farce of the Penguins,2006,Bob Saget,Alyson Hannigan,John Stamos,Jim Belushi,,,4.2
High School Musical,2006,Kenny Ortega,Lucas Grabeel,Corbin Bleu,Olesya Rulin,,4200000,5.2
The Night Listener,2006,Patrick Stettner,Robin Williams,Joe Morton,Rory Culkin,7825820,4000000,5.9
Let's Go to Prison,2006,Bob Odenkirk,Dylan Baker,Chi McBride,Amy Hill,4613815,,6
Ira & Abby,2006,Robert Cary,Frances Conroy,Fred Willard,Kevin Sussman,220234,3500000,6.5
The Dead Girl,2006,Karen Moncrieff,James Franco,Bruce Davison,Piper Laurie,17311,,6.7
Bella,2006,Alejandro Monteverde,Armando Riesco,Ramon Rodriguez,Eduardo Verastegui,8108247,3300000,7.4
Phat Girlz,2006,Nnegest Likke,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,7059537,3000000,3
Love's Abiding Joy,2006,Michael Landon Jr.,William Morgan Sheppard,Kevin Gage,Brianna Brown,252726,3000000,7.2
Beer League,2006,Frank Sebastiano,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel,475000,2800000,6
Valley of the Heart's Delight,2006,Tim Boxell,Bruce McGill,Diana Scarwid,Tom Bower,118666,2500000,6.6
Eye of the Dolphin,2006,Michael D. Sellers,Katharine Ross,Carly Schroeder,George Harris,71904,2500000,5.7
Idiocracy,2006,Mike Judge,Anthony 'Citric' Campos,Patrick Fischler,David Herman,438653,,6.6
Shortbus,2006,John Cameron Mitchell,Sook-Yin Lee,Peter Stickles,Raphael Barker,1984378,2000000,6.5
Sherrybaby,2006,Laurie Collyer,Brad William Henke,Kate Burton,Michelle Hurst,198407,2000000,6.6
I Want Someone to Eat Cheese With,2006,Jeff Garlin,Jessy Schram,Jeff Garlin,Joey Slotnick,194568,1500000,6.2
Hatchet,2006,Adam Green,Joel David Moore,Kane Hodder,Joel Murray,,1500000,5.7
Journey from the Fall,2006,Ham Tran,Long Nguyen,Kieu Chinh,Cat Ly,638951,1592000,7.4
An Inconvenient Truth,2006,Davis Guggenheim,Billy West,Al Gore,,23808111,,7.5
Who Killed the Electric Car?,2006,Chris Paine,Ed Begley Jr.,Phyllis Diller,Colette Divine,1677838,1000000,7.7
Wristcutters: A Love Story,2006,Goran Dukic,Leslie Bibb,Patrick Fugit,Chase Ellison,104077,1000000,7.4
Alone with Her,2006,Eric Nicholas,Jordana Spiro,Ana Claudia Talancon,Jonathon Trent,10018,1000000,6.1
Special,2006,Hal Haberman,Michael Rapaport,Paul Blackthorne,Ian Bohen,6387,1000000,6.9
Loving Annabelle,2006,Katherine Brooks,Ilene Graff,Kevin McCarthy,Laura Breckenridge,,1000000,6.7
Jimmy and Judy,2006,Randall Rubin,Nicole Randall Johnson,A.J. Buckley,James Eckhouse,,1000000,6.2
The Pet,2006,D. Stevens,Magi Avila,Pierre Dulat,Summer Napoles,,1000000,3.9
Iraq for Sale: The War Profiteers,2006,Robert Greenwald,Scott Helvenston,Katy Helvenston-Wettengal,Donna Zovko,,750000,7.7
All the Boys Love Mandy Lane,2006,Jonathan Levine,Luke Grimes,Michael Welch,Whitney Able,,750000,5.6
Half Nelson,2006,Ryan Fleck,Ryan Gosling,Tristan Mack Wilds,Jeff Lima,2694973,700000,7.2
Wordplay,2006,Patrick Creadon,Ken Burns,Bill Clinton,Bob Dole,3117666,,7.4
Poultrygeist: Night of the Chicken Dead,2006,Lloyd Kaufman,John Karyus,Lloyd Kaufman,Kate Graham,23000,500000,6.2
Quinceanera,2006,Richard Glatzer,Emily Rios,Jesse Garcia,Alicia Sixtos,1689999,400000,7.1
Old Joy,2006,Kelly Reichardt,Daniel London,Lucy,Will Oldham,255352,300000,6.7
Little Big Top,2006,Ward Roberts,Sid Haig,Jacob Zachar,Travis Betz,,240000,6.5
The Trials of Darryl Hunt,2006,Ricki Stern,Darryl Hunt,Evelyn Jefferson,John Reeves,1111,200000,7.7
Facing the Giants,2006,Alex Kendrick,Alex Kendrick,Erin Bethea,Shannen Fields,10174663,100000,6.7
The Naked Ape,2006,Daniel Mellitz,Corbin Bernsen,Chelse Swain,Amanda MacDonald,,,4.7
Pirates of the Caribbean: At World's End,2007,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,309404152,300000000,7.1
Spider-Man 3,2007,Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,336530303,258000000,6.2
